324,324,LATIN SMALL LETTER N WITH ACUTE,LATIN SMALL LETTER N ACUTE,2,1.1
325,325,LATIN CAPITAL LETTER N WITH CEDILLA,LATIN CAPITAL LETTER N CEDILLA,2,1.1
326,326,LATIN SMALL LETTER N WITH CEDILLA,LATIN SMALL LETTER N CEDILLA,2,1.1
327,327,LATIN CAPITAL LETTER N WITH CARON,LATIN CAPITAL LETTER N HACEK,2,1.1
328,328,LATIN SMALL LETTER N WITH CARON,LATIN SMALL LETTER N HACEK,2,1.1
329,329,LATIN SMALL LETTER N PRECEDED BY APOSTROPHE,LATIN SMALL LETTER APOSTROPHE N,2,1.1
330,330,LATIN CAPITAL LETTER ENG,,2,1.1
331,331,LATIN SMALL LETTER ENG,,2,1.1
332,332,LATIN CAPITAL LETTER O WITH MACRON,LATIN CAPITAL LETTER O MACRON,2,1.1
333,333,LATIN SMALL LETTER O WITH MACRON,LATIN SMALL LETTER O MACRON,2,1.1
334,334,LATIN CAPITAL LETTER O WITH BREVE,LATIN CAPITAL LETTER O BREVE,2,1.1
335,335,LATIN SMALL LETTER O WITH BREVE,LATIN SMALL LETTER O BREVE,2,1.1
336,336,LATIN CAPITAL LETTER O WITH DOUBLE ACUTE,LATIN CAPITAL LETTER O DOUBLE ACUTE,2,1.1
337,337,LATIN SMALL LETTER O WITH DOUBLE ACUTE,LATIN SMALL LETTER O DOUBLE ACUTE,2,1.1
338,338,LATIN CAPITAL LIGATURE OE,LATIN CAPITAL LETTER O E,2,1.1
339,339,LATIN SMALL LIGATURE OE,LATIN SMALL LETTER O E,2,1.1
340,340,LATIN CAPITAL LETTER R WITH ACUTE,LATIN CAPITAL LETTER R ACUTE,2,1.1
341,341,LATIN SMALL LETTER R WITH ACUTE,LATIN SMALL LETTER R ACUTE,2,1.1
342,342,LATIN CAPITAL LETTER R WITH CEDILLA,LATIN CAPITAL LETTER R CEDILLA,2,1.1
343,343,LATIN SMALL LETTER R WITH CEDILLA,LATIN SMALL LETTER R CEDILLA,2,1.1
344,344,LATIN CAPITAL LETTER R WITH CARON,LATIN CAPITAL LETTER R HACEK,2,1.1
345,345,LATIN SMALL LETTER R WITH CARON,LATIN SMALL LETTER R HACEK,2,1.1
346,346,LATIN CAPITAL LETTER S WITH ACUTE,LATIN CAPITAL LETTER S ACUTE,2,1.1
347,347,LATIN SMALL LETTER S WITH ACUTE,LATIN SMALL LETTER S ACUTE,2,1.1
348,348,LATIN CAPITAL LETTER S WITH CIRCUMFLEX,LATIN CAPITAL LETTER S CIRCUMFLEX,2,1.1
349,349,LATIN SMALL LETTER S WITH CIRCUMFLEX,LATIN SMALL LETTER S CIRCUMFLEX,2,1.1
350,350,LATIN CAPITAL LETTER S WITH CEDILLA,LATIN CAPITAL LETTER S CEDILLA,2,1.1
351,351,LATIN SMALL LETTER S WITH CEDILLA,LATIN SMALL LETTER S CEDILLA,2,1.1
352,352,LATIN CAPITAL LETTER S WITH CARON,LATIN CAPITAL LETTER S HACEK,2,1.1
353,353,LATIN SMALL LETTER S WITH CARON,LATIN SMALL LETTER S HACEK,2,1.1
354,354,LATIN CAPITAL LETTER T WITH CEDILLA,LATIN CAPITAL LETTER T CEDILLA,2,1.1
355,355,LATIN SMALL LETTER T WITH CEDILLA,LATIN SMALL LETTER T CEDILLA,2,1.1
356,356,LATIN CAPITAL LETTER T WITH CARON,LATIN CAPITAL LETTER T HACEK,2,1.1
357,357,LATIN SMALL LETTER T WITH CARON,LATIN SMALL LETTER T HACEK,2,1.1
358,358,LATIN CAPITAL LETTER T WITH STROKE,LATIN CAPITAL LETTER T BAR,2,1.1
359,359,LATIN SMALL LETTER T WITH STROKE,LATIN SMALL LETTER T BAR,2,1.1
360,360,LATIN CAPITAL LETTER U WITH TILDE,LATIN CAPITAL LETTER U TILDE,2,1.1
361,361,LATIN SMALL LETTER U WITH TILDE,LATIN SMALL LETTER U TILDE,2,1.1
362,362,LATIN CAPITAL LETTER U WITH MACRON,LATIN CAPITAL LETTER U MACRON,2,1.1
363,363,LATIN SMALL LETTER U WITH MACRON,LATIN SMALL LETTER U MACRON,2,1.1
364,364,LATIN CAPITAL LETTER U WITH BREVE,LATIN CAPITAL LETTER U BREVE,2,1.1
365,365,LATIN SMALL LETTER U WITH BREVE,LATIN SMALL LETTER U BREVE,2,1.1
